Column1,Column2,Column 3,gram_similarity
"बैजनी शर्ट, सेतो जुत्ता र नीलो जिन्स लगाएका एक अफ्रिकी-अमेरिकी मानिसले धेरै आर्चवेहरू र रातो र खैरो टाइल फ्लोर भएको भवनको भित्र उभिएर सेक्सोफोन बजाउँदै छन्।",एक मानिस भवन भित्र स्याक्सोफोन बजाउँदै छन्,1,0.0
आपूर्तिहरूले भरिएको एउटा जहाज किनारमा डक गरिएको छ जसको पृष्ठभूमिमा अरू धेरै र अग्रभूमिमा धेरै मानिसहरू छन्।,जहाज डकमा छ।,1,0.0
आपूर्तिहरूले भरिएको एउटा जहाज किनारमा डक गरिएको छ जसको पृष्ठभूमिमा अरू धेरै र अग्रभूमिमा धेरै मानिसहरू छन्।,जहाजले यसको सबै आपूर्तिहरू हटाइसकेको छ।,0,0.0
एक मानिस सार्वजनिक क्षेत्रमा आफ्नो सेक्सोफोन बजाउँदै।,एउटा मानिस कारमा तुरही बजाउँदै छ।,0,0.0
एक मानिस सार्वजनिक क्षेत्रमा आफ्नो सेक्सोफोन बजाउँदै।,एकजना मानिस आफ्नो यन्त्रमा गीत बजाउँदै छन्।,1,0.0
स्थानीय गाउँलेहरू यस भव्य माछा मार्ने डुङ्गामा माछा मार्ने यात्राको लागि तयारी गरिरहेका छन्।,एक स्कूल कक्षा एक्वैरियम भ्रमण गर्दछ।,0,0.0
स्थानीय गाउँलेहरू यस भव्य माछा मार्ने डुङ्गामा माछा मार्ने यात्राको लागि तयारी गरिरहेका छन्।,मानिसहरु डुंगामा माछा मार्न जान थालेका छन् ।,1,0.0
स्क्र्याबल जुत्ता र सेतो रिमको सनग्लास लगाएकी युवती प्याकेज खोल्दा सेलफोनमा कुरा गर्छिन् र मुस्कुराउँछिन्।,एउटी युवती आफ्नो ओछ्यानमा सुतिरहेको छ।,0,0.0
स्क्र्याबल जुत्ता र सेतो रिमको सनग्लास लगाएकी युवती प्याकेज खोल्दा सेलफोनमा कुरा गर्छिन् र मुस्कुराउँछिन्।,एक व्यक्ति आफ्नो फोनमा कुरा गर्दैछ।,1,0.0
"रातो कपाल, खैरो शर्ट र हरियो झोला लगाएकी एउटी महिला बसेर फोनमा कुरा गरिरहेकी छिन्।",महिला उभिएर कुराकानी गर्दैछिन्।,1,0.0
"रातो कपाल, खैरो शर्ट र हरियो झोला लगाएकी एउटी महिला बसेर फोनमा कुरा गरिरहेकी छिन्।",केटी चुपचाप किराना पसलमा हिड्दै छ।,0,0.0
रातो कपाल भएको एउटी महिला आफ्नो सेलफोनमा बसेर कुरा गर्छिन्।,एउटी महिला सुतेर आफ्नो कम्प्युटरमा टाइप गरिरहेकी छिन्।,0,0.2
रातो कपाल भएको एउटी महिला आफ्नो सेलफोनमा बसेर कुरा गर्छिन्।,एउटी महिला आफ्नो सेलफोनमा बसेर कुरा गरिरहेकी छिन्।,1,0.75
इँटाको पर्खालको छेउमा उभिएर एउटी महिला आफ्नो सेलफोनमा कुरा गरिरहेकी छिन्।,एउटी महिला आफ्नो सेलफोनमा छिन्।,1,1.0
इँटाको पर्खालको छेउमा उभिएर एउटी महिला आफ्नो सेलफोनमा कुरा गरिरहेकी छिन्।,एक विदेशी उनको सेलफोनमा छ।,0,0.0
बिशप मानिसको निधारमा खरानीले क्रस बनाउँदै,मानिसको निधारमा खरानी थियो,1,1.0
बिशप मानिसको निधारमा खरानीले क्रस बनाउँदै,विशपले आफ्नो गालामा क्रस राख्दै महिलासँग कुरा गरे,0,0.0
एक जना पुजारीले मानिसको निधारमा क्रुस हाल्छन्।,दुई पुरुष स्काइडाइभ गर्दै छन्,0,0.0
एक जना पुजारीले मानिसको निधारमा क्रुस हाल्छन्।,"पुजारीले एक जना मानिसलाई उसको ""क्रस"" ले घिसाउँछन्।",1,0.3333333333333333
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,दुई पुरुष टेनिस खेलिरहेका छन्।,0,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,दुई पुरुष एक अर्काको नजिक छन्।,1,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,दुई जना महिलाले स्नातकको उत्सव मनाउँदै अँगालो हाल्छन्,0,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,एक पुजारी आफ्नो विश्वास मा एक्लै ध्यान गर्दै हुनुहुन्छ।,0,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,लुगा लगाएको मानिसको हात छैन।,0,0.5
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,एकअर्काको छेउमा दुई जना पुरुष छन्,1,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,एकजना मानिस आफै उभिएको छ।,0,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,1,1.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,एक व्यक्तिले कसैको अनुहार छुन्छ।,1,0.0
बैजनी झोला लगाएको सेतो लुगा लगाएको मानिसले अर्को मानिसको निधारमा हात राख्छ।,दुई जनाले एक अर्कालाई छुन्छन्।,1,0.0
माटो वा ढुङ्गा छायाँ भएको क्षेत्रमा वरपर हेरिरहेका मानिसहरूको समूह।,एउटी केटी बालुवाको महल बनाउँदै छिन्।,0,0.0
माटो वा ढुङ्गा छायाँ भएको क्षेत्रमा वरपर हेरिरहेका मानिसहरूको समूह।,मानिसहरू फोहोर वरपर हेरिरहेका छन्।,1,0.3333333333333333
वयस्क र केटाकेटीहरूको सानो समूह पहाडमा माटोको बाटोमा उभिरहेका छन्।,मानिसहरूको समूह खडा छ।,1,0.0
वयस्क र केटाकेटीहरूको सानो समूह पहाडमा माटोको बाटोमा उभिरहेका छन्।,कुकुरहरूको समूह फोहोरमा उभिएको छ।,0,0.0
पैदलयात्राको लागि जाँदै गरेको एक समूह।,मानिसहरूको एक समूह पदयात्रा गर्दैछ।,1,0.0
पैदलयात्राको लागि जाँदै गरेको एक समूह।,जंगलमा मानिसहरूको समूह नाच्दै।,0,0.0
पर्यटकहरूको एक समूह दृश्यको खोजी गर्दैछ।,जनता यहाँका होइनन् ।,1,0.0
पर्यटकहरूको एक समूह दृश्यको खोजी गर्दैछ।,मानिसहरु दृश्यको छेउमा बस्छन्।,0,0.0
मानिसहरूको एक समूह घाटीमा छ।,मानिसहरू घाटीमा छन्।,1,0.0
मानिसहरूको एक समूह घाटीमा छ।,मानिसहरू पहाडमा छन्।,0,0.0
तीन महिला बेलुन जोयराइडको मजा लिदै।,तीनजना महिला हावामा विमान यात्राको आनन्द लिइरहेका छन्।,0,0.0
तीन महिला बेलुन जोयराइडको मजा लिदै।,तीन महिला बेलुन सवारीमा छन्।,1,0.5
तातो हावाको बेलुन सवारीको मजा लिइरहेका मानिसहरूको समूह।,कतिपय मानिसहरू बेलुनमा तातो छन्,1,0.0
तातो हावाको बेलुन सवारीको मजा लिइरहेका मानिसहरूको समूह।,कुकुरहरूको समूह तातो हावाको बेलुनमा छन्।,0,0.5
तातो हावा बेलुन प्रकारको सवारीको मजा लिदै पर्यटकहरू।,मानिसहरू बेलुनमा बसिरहेका छन्।,1,0.0
तातो हावा बेलुन प्रकारको सवारीको मजा लिदै पर्यटकहरू।,बेलुनमा एक जना मात्रै छन्।,0,0.0
मानिसहरूको एक समूह कार्निवल सवारीमा आफ्नो समयको आनन्द लिइरहेका छन्।,मानिसहरु रमाइलो गर्दै।,1,0.0
मानिसहरूको एक समूह कार्निवल सवारीमा आफ्नो समयको आनन्द लिइरहेका छन्।,कसैलाई आनन्द छैन।,0,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,एक सवारी मा मान्छे,1,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,एक कार्निवल मा एक बेलुन सवारी मा बच्चाहरु।,1,0.3333333333333333
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,वयस्कहरू पोकर खेलिरहेका छन्,0,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,पार्क खाली थियो,0,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,केटाकेटीहरू जमिन माथि चढिरहेका छन्।,1,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,बच्चाहरू हावामा बेलुन चित्रकारी गर्दै।,0,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,बच्चाहरु मनोरञ्जन पार्क सवारी मा छन्,1,0.6666666666666666
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,केही बच्चाहरू मनोरञ्जन पार्कमा बेलुन सवारीमा सवार छन्।,1,0.8
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,केटाकेटीहरू गो-गाडा चढ्छन्।,0,0.0
बच्चाहरूले मनोरञ्जन पार्कमा बेलुन सवारी चलाउँछन्।,केवल एक बच्चा मनोरञ्जन पार्कमा बेलुन सवारीमा छन्।,0,0.8
एक प्रकारको गो-कार्टमा बसेको यो व्यक्ति डाउनहिलमा सवार छ।,एक साइकल यात्री उकालो चढ्दै छन्।,0,0.0
एक प्रकारको गो-कार्टमा बसेको यो व्यक्ति डाउनहिलमा सवार छ।,गो-कार्टले गिरावटमा गति लिन्छ।,1,0.3333333333333333
पहाड तल एउटा सानो गाडीमा सवार एक जवान व्यक्ति।,एकजना युवा बाहिर छन्।,1,0.0
पहाड तल एउटा सानो गाडीमा सवार एक जवान व्यक्ति।,एकजना युवा स्विङसेटमा छन्।,0,0.0
मोटर-स्कुटरको अगाडि उभिरहेको एउटा मानिस तस्वीर समातिरहेको छ।,स्कुटरको पछाडि बसेको मान्छे,0,0.0
मोटर-स्कुटरको अगाडि उभिरहेको एउटा मानिस तस्वीर समातिरहेको छ।,एउटा मानिस स्कुटरको अगाडि उभिएको छ र एउटा तस्विर समातेको छ,1,0.0
एउटा केटा जंगलको बाटोमा बगी चढ्दै छ।,केटा हिउँमा खेलिरहेको छ।,0,0.0
एउटा केटा जंगलको बाटोमा बगी चढ्दै छ।,केटा जंगलमा बाटोमा छ।,1,1.0
भीडमा धेरैले हतियार उठाएका छन्।,मानिसहरू भीडमा हतियार उठाएर उभिन्छन्।,1,0.5
भीडमा धेरैले हतियार उठाएका छन्।,धेरै मानिसहरूले दुर्लभ भीडमा हात पारे।,0,0.0
केटीहरू बास्केटबल खेल्दै छन्।,त्यहाँ शारीरिक गतिविधि गर्ने केटीहरू छन्।,1,0.0
केटीहरू बास्केटबल खेल्दै छन्।,केटीहरू सोफामा बसिरहेका छन्।,0,0.0
एक केटा डुङ्गा बोकेर पानीमा तैरिरहेका बच्चाहरूको डोंगी।,एउटा डोंगी तैरिरहेको छ,1,0.0
एक केटा डुङ्गा बोकेर पानीमा तैरिरहेका बच्चाहरूको डोंगी।,क्यानो डुब्यो,0,0.0
रातो पोशाकमा एउटी केटीलाई अरू धेरै मानिसहरूले आफ्नो हात समातेर घेरेको छ।,एउटी केटीलाई मान्छेले घेरेको छ ।,1,0.3333333333333333
रातो पोशाकमा एउटी केटीलाई अरू धेरै मानिसहरूले आफ्नो हात समातेर घेरेको छ।,मानिसहरू क्यासिनो खेल्ने स्लटहरूमा छन्।,0,0.0
मानिसहरूको भीड उही दिशातिर फर्किरहेको छ भने कोहीले हावामा हात समातिरहेका छन्।,भीड उस्तै हेरिरहेको छ।,1,0.0
मानिसहरूको भीड उही दिशातिर फर्किरहेको छ भने कोहीले हावामा हात समातिरहेका छन्।,झगडा भईरहेको छ ।,0,0.0
"भीडमा धेरै मानिसहरू, कोही आफ्नो हात उठाएर।",त्यहाँ मानिसहरू भेला छन्,1,0.0
"भीडमा धेरै मानिसहरू, कोही आफ्नो हात उठाएर।",त्यहाँ कोही छैन,0,0.0
रातो पोशाक लगाएकी केटी मानिसहरूको समूहको बीचमा आफ्नो हात उठाउँदै छिन्।,एउटा कुकुर भान्साकोठामा किबल खाइरहेको छ,0,0.0
रातो पोशाक लगाएकी केटी मानिसहरूको समूहको बीचमा आफ्नो हात उठाउँदै छिन्।,रातो पोशाकमा एउटी युवती मानिसहरूको भीडमा छिन्,1,0.2
भित्तामा चित्र कोरिएको ठूलो पर्खालको अगाडि उभिरहेका मानिसहरू।,भित्तासहितको ठूलो पर्खाल।,1,0.0
भित्तामा चित्र कोरिएको ठूलो पर्खालको अगाडि उभिरहेका मानिसहरू।,भित्तिचित्र नभएको ठूलो पर्खाल।,0,0.0
रातो शर्ट लगाएका तीनजना भित्तामा भित्ता छेउमा बस पर्खिरहेका छन्।,जनताले पहेँलो शर्ट लगाएका छन् ।,0,0.0
रातो शर्ट लगाएका तीनजना भित्तामा भित्ता छेउमा बस पर्खिरहेका छन्।,शर्ट लगाएका तीन जना छन्।,1,0.0
रातो र कालो पहिरन लगाएका तीनजना भित्तिचित्रले सजिएको बेज भित्ताको अगाडि फुटपाथमा उभिएका छन्।,देशमा रातो र कालो कम्बलमा बसेर फ्राइड कुखुरा खाइरहेका ३ जना ।,0,0.125
रातो र कालो पहिरन लगाएका तीनजना भित्तिचित्रले सजिएको बेज भित्ताको अगाडि फुटपाथमा उभिएका छन्।,बाहिर ३ जना छन् ।,1,0.0
"यहाँ पसलको अगाडि ह्याङ्ग आउट गर्दै, फोनमा कुरा गर्दै र तिनीहरूको भित्तिचित्र चिन्ह ट्याग गरिएको छैन भनेर सुनिश्चित गर्ने स्थानीयहरूको तस्वीर यहाँ छ।",स्थानीयहरु खाना खान भित्रै बसेका छन् ।,0,0.0
"यहाँ पसलको अगाडि ह्याङ्ग आउट गर्दै, फोनमा कुरा गर्दै र तिनीहरूको भित्तिचित्र चिन्ह ट्याग गरिएको छैन भनेर सुनिश्चित गर्ने स्थानीयहरूको तस्वीर यहाँ छ।",मानिसहरूले भित्तिचित्रको साथ चिन्ह चित्रित गरेका छन्।,1,0.3333333333333333
भित्तिचित्र भएको भवनको छेउमा उभिएका तीन व्यक्ति।,मानिसहरू बाहिर छन्।,1,0.0
भित्तिचित्र भएको भवनको छेउमा उभिएका तीन व्यक्ति।,मानिसहरू बलिङ गरिरहेका छन्।,0,0.0
"माउन्टमा पिचर, रातो र सेतो सूटमा, पिचिङ।",पिचरले नीलो र सुनको लगाउँछ।,0,0.0
"माउन्टमा पिचर, रातो र सेतो सूटमा, पिचिङ।",एक व्यक्ति बल फ्याँकिरहेको छ।,1,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,बाहिर एउटा ब्यान्डले संगीत बजाउँछ।,1,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,ब्यान्ड कार भित्र बसिरहेको छ।,0,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,एउटा ब्यान्डले खाजा खान्छ र घाम अस्ताउनको लागि पर्खन्छ।,0,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,कन्सर्ट रद्द भयो,0,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,बाहिर कन्सर्ट छ।,1,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,उनीहरुको प्रस्तुति हेर्न हजारौं मानिसहरु छन् ।,0,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,ब्यान्डले संगीत बजाइरहेका छन्।,1,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,टाउन हलमा भाषणको लागि ठूलो भीड जम्मा हुन्छ।,0,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,धेरै मानिसहरू ब्यान्ड सुनिरहेका छन्।,1,0.0
बाहिर सानो भीडको अगाडि ब्यान्ड बजिरहेको।,बाहिर एउटा सानो भीडले ब्यान्ड सुनिरहेको छ।,1,0.6666666666666666
दुई युवा वयस्कहरू हिउँमा समयको आनन्द लिइरहेका छन्।,दुई वयस्क हिउँमा छन्।,1,0.5
दुई युवा वयस्कहरू हिउँमा समयको आनन्द लिइरहेका छन्।,दुई वयस्क हिउँमा बसिरहेका छन्।,0,0.3333333333333333
ब्रुस स्प्रिंगस्टीन स्टेजमा गाउँदै हुनुहुन्छ।,ब्रुस स्प्रिंगस्टीन स्टेजमा छन्।,1,1.0
ब्रुस स्प्रिंगस्टीन स्टेजमा गाउँदै हुनुहुन्छ।,ब्रुस स्प्रिंगस्टीन एउटा घरमा छन्।,0,1.0
ब्रुस स्प्रिंगस्टीनले स्टेजमा मुस्कानसहित हिट गीत गाउँछन्।,भीडमा उभिएको एक अज्ञात व्यक्ति।,0,0.0
ब्रुस स्प्रिंगस्टीनले स्टेजमा मुस्कानसहित हिट गीत गाउँछन्।,ब्रुस स्प्रिंगस्टीन प्रदर्शन गर्दै।,1,0.5
एक पुरुष हिउँमा लडिरहेको छ भने एक महिला हेर्दै छ।,जोडी इक्वडोरमा छ।,0,0.0
एक पुरुष हिउँमा लडिरहेको छ भने एक महिला हेर्दै छ।,हिउँ परेको दिनमा पुरुष र महिला रमाइलो गर्दैछन्।,1,0.0
कालो पहिरन लगाएका ब्रुस स्प्रिंगस्टीनले माइक्रोफोन समातेर भीडलाई देखाउँदै छन्।,त्यहाँ एकजना मानिसले इशारा नगरेको भीडलाई हेरिरहेको छ,0,0.0
कालो पहिरन लगाएका ब्रुस स्प्रिंगस्टीनले माइक्रोफोन समातेर भीडलाई देखाउँदै छन्।,त्यहाँ एक जना मानिसले भीडलाई औंल्याएको छ,1,0.0
राति सुन्तला कोनले घेरिएका दुई व्यक्तिहरूसँग भोल्भो डिलरशिपको फोटो।,भोल्भो डिलरशिपको फोटोमा दुई व्यक्ति र सुन्तला कोनहरू छन्।,1,0.6666666666666666
राति सुन्तला कोनले घेरिएका दुई व्यक्तिहरूसँग भोल्भो डिलरशिपको फोटो।,भोल्भो डिलरशिप आइसक्रिम सेवा गर्दैछ।,0,0.3333333333333333
भोल्भो डिलरशिपको अगाडि ट्राफिक शंकुको बीचमा उभिएको एक व्यक्ति।,होन्डा डिलरशिपको अगाडि ट्राफिक शंकुको बीचमा उभिएकी महिला।,0,0.6
भोल्भो डिलरशिपको अगाडि ट्राफिक शंकुको बीचमा उभिएको एक व्यक्ति।,कोही कार डिलरशिपको अगाडि ट्राफिक कोन बीचमा उभिरहेका छन्।,1,0.3333333333333333
भोल्भो डिलरशिपको अगाडि ट्राफिक सिग्नलको मुनि राखिएको ट्राफिक कोनको वर्गको बीचमा दुईजना मानिसहरू उभिरहेका छन्।,दुईजना मानिस ट्राफिकको बीचमा उभिरहेका छन्,1,0.3333333333333333
भोल्भो डिलरशिपको अगाडि ट्राफिक सिग्नलको मुनि राखिएको ट्राफिक कोनको वर्गको बीचमा दुईजना मानिसहरू उभिरहेका छन्।,ट्राफिकको स्क्वायरको बिचमा दुई जना मान्छे उभिदैनन्,0,0.0
भोल्भोको चिन्ह मात्र उज्यालो भएको अन्धकारमा भोल्भो बिक्री गर्ने ठाउँमा एकजना मानिस हिंड्छन्।,एक मानिस क्रिसमस रूख हेर्दै छ।,0,0.0
भोल्भोको चिन्ह मात्र उज्यालो भएको अन्धकारमा भोल्भो बिक्री गर्ने ठाउँमा एकजना मानिस हिंड्छन्।,एकजना मानिस राति भोल्भो कारको वरिपरि घुम्छन्।,1,0.2
सैलुनमा एउटी महिला गुलाबी जस्तो रङमा आफ्नो नङ बनाउँदै।,महिला पसल भित्र छिन्।,1,0.0
सैलुनमा एउटी महिला गुलाबी जस्तो रङमा आफ्नो नङ बनाउँदै।,"महिला आफ्नो फूलको ओछ्यानमा खन्ने, सबै झारबाट छुटकारा पाइरहेको छ।",0,0.0
एउटी महिलाले अर्को महिलाको नङलाई चम्किलो बैजनी रंगमा चित्रण गर्दै।,एउटी महिलाले अर्को महिलालाई पेडीक्योर दिदै छिन्।,0,0.6666666666666666
एउटी महिलाले अर्को महिलाको नङलाई चम्किलो बैजनी रंगमा चित्रण गर्दै।,एउटी महिलाले अर्को महिलालाई मैनीक्योर दिदै छिन्।,1,0.6666666666666666
लामो कालो कपाल भएको एउटी महिलाले अर्को व्यक्तिको नङलाई गहिरो मरुन रङको रंग दिन्छ।,एउटी महिलाले अर्की महिलाको औंलाको नङ पेन्ट गरिरहेकी छिन्।,1,0.16666666666666666
लामो कालो कपाल भएको एउटी महिलाले अर्को व्यक्तिको नङलाई गहिरो मरुन रङको रंग दिन्छ।,एउटी महिला स्पामा मसाज गरिरहेकी छिन्।,0,0.25
लामो कपाल भएको हरियो शर्ट लगाएकी एउटी महिला बैजनी मैनीक्योर गरिरहेकी छिन्।,कोही नङ रङ लगाएर बसेका छन् ।,1,0.0
लामो कपाल भएको हरियो शर्ट लगाएकी एउटी महिला बैजनी मैनीक्योर गरिरहेकी छिन्।,केवल एक व्यक्तिले हरियो मैनीक्योर पाउँदैछ।,0,0.0
पानीमा छवटा कुकुरहरू छन्,घरपालुवा जनावरहरू कार्ड खेलिरहेका छन्।,0,0.0
पानीमा छवटा कुकुरहरू छन्,त्यहाँ पानीमा जनावरहरू घुमिरहेका छन्।,1,0.0
नदीमा उभिएको कुकुरहरूको समूह।,कुकुरहरू पानीमा छन्।,1,0.0
नदीमा उभिएको कुकुरहरूको समूह।,केटीलाई कुकुरले टोक्यो।,0,0.0
पानीको शरीरमा हिंड्ने कुकुरहरूको ठूलो समूह।,कुकुरहरूको ठूलो समूह गहिरो पानीमा पौडी खेलिरहेको छ।,0,0.25
पानीको शरीरमा हिंड्ने कुकुरहरूको ठूलो समूह।,जनावरहरू केही पानीमा घुमिरहेका छन्।,1,0.0
"सेतो कुकुर आफ्नो पछाडिको खुट्टामा उभिएको छ, एक छेउमा हेर्दै।",एउटा सेतो कुकुर गलीचामा सुतिरहेको छ।,0,0.3333333333333333
"सेतो कुकुर आफ्नो पछाडिको खुट्टामा उभिएको छ, एक छेउमा हेर्दै।",एउटा सेतो कुकुर एउटा छेउमा हेरिरहेको छ।,1,0.3333333333333333
कुकुरहरू नदीमा खेल्छन्।,कुकुरहरू पशु चिकित्सक कार्यालयमा छन्।,0,0.0
कुकुरहरू नदीमा खेल्छन्।,पानीमा खेलिरहेका कुकुरहरू छन्।,1,0.0
नीलो रंगको केटा ट्यान स्लाइड तल स्लाइड गर्दै।,नीलोमा एउटी केटी ट्यान स्लाइड तल स्लाइड गर्दै।,0,0.4
नीलो रंगको केटा ट्यान स्लाइड तल स्लाइड गर्दै।,नीलोमा एक व्यक्ति ट्यान स्लाइड तल स्लाइड गर्दै।,1,0.5
नीलो ज्याकेटमा एक जवान केटा एक स्लाइड तल जाँदै।,त्यहाँ एउटा केटा खेलिरहेको छ।,1,0.0
नीलो ज्याकेटमा एक जवान केटा एक स्लाइड तल जाँदै।,मानिसलाई अन्तरिक्षमा मिसनमा पठाइएको छ।,0,0.0
नीलो शर्ट लगाएको केटा एक स्लाइड तल जाँदैछ।,केटाले लुगा लगाएको छ,1,0.0
नीलो शर्ट लगाएको केटा एक स्लाइड तल जाँदैछ।,केटाले हरियो शर्ट लगाएको छ,0,0.0
कालो कपाल भएको केटा बाहिर बेज संरचनामा बसिरहेको छ।,एउटा कालो कपाल भएको केटा बैठक कोठाबाट दौडन्छ,0,0.4
कालो कपाल भएको केटा बाहिर बेज संरचनामा बसिरहेको छ।,कालो कपाल भएको केटा बेज संरचनाको बाहिरी भागमा बसिरहेको छ।,1,0.8
एक केटा स्लाइड तल जाँदैछ।,एउटा केटा स्लाइडमा छ,1,1.0
एक केटा स्लाइड तल जाँदैछ।,एउटा केटा पालमा छ,0,0.0
एउटा खैरो टेरियर हिउँले ढाकिएको क्षेत्रमा दौडन्छ।,एक खैरो कुकुर बाहिर दौडिरहेको छ।,1,0.0
एउटा खैरो टेरियर हिउँले ढाकिएको क्षेत्रमा दौडन्छ।,बेकनको टुक्रा खाँदै गरेको कुकुर।,0,0.0
"सडकमा ""स्टार्ट"" ब्यानरमुनि एकसाथ उभिएका मानिसहरू।",मानिसहरू बसिरहेका छन्,0,0.0
"सडकमा ""स्टार्ट"" ब्यानरमुनि एकसाथ उभिएका मानिसहरू।",मानिसहरू खडा छन्,1,0.0
एउटा जवान केटा पानीमा हाम फाल्छ।,केटा बाहिर छ।,1,0.0
एउटा जवान केटा पानीमा हाम फाल्छ।,केटा स्यान्डबक्समा खेलिरहेको छ।,0,0.0
धेरै गार्डहरू दौडको सुरुवाती रेखाको अगाडि उभिरहेका छन्।,गार्डहरू घण्टी टावरमा सुतिरहेका छन्।,0,0.0
धेरै गार्डहरू दौडको सुरुवाती रेखाको अगाडि उभिरहेका छन्।,गार्डहरू स्टार्टिङ लाइनमा उभिरहेका छन्,1,0.0
उखु प्रयोग गर्दा बाटोमा हिड्दै गरेको व्यक्ति।,मोटरसाइकलमा सवार एक व्यक्ति।,0,0.0
उखु प्रयोग गर्दा बाटोमा हिड्दै गरेको व्यक्ति।,छडी प्रयोग गर्ने व्यक्ति।,1,0.0
सर्कलमा एउटा बेसबल पिचर उसको दायाँतिर प्रतीक भएको।,उसले नजिकैको शौचालय जाने बाटो खोजिरहेको छ।,0,0.0
सर्कलमा एउटा बेसबल पिचर उसको दायाँतिर प्रतीक भएको।,उनी बल खेल्दै छन्।,1,0.0
सुन्तला रङको निर्माण टोपी लगाएका दुई जना मानिस इँटा ढुङ्गाले भरिएको कार्टलाई डोऱ्याइरहेका छन्।,दुईजना मानिस ढुङ्गाको बाटोबाट इँटा लिन्छन्।,0,0.0
सुन्तला रङको निर्माण टोपी लगाएका दुई जना मानिस इँटा ढुङ्गाले भरिएको कार्टलाई डोऱ्याइरहेका छन्।,दुई जना पुरुष निर्माण कार्य गर्दै।,1,0.0
रातो पहिरनमा एक व्यक्ति समुद्र तटमा बसिरहेको छ।,व्यक्तिले नीलो रंग लगाएको छ।,0,0.0
रातो पहिरनमा एक व्यक्ति समुद्र तटमा बसिरहेको छ।,व्यक्ति समुद्र तटमा छ।,1,1.0
रातो लुगा लगाएको मान्छे समुद्र किनारमा एउटा सानो रूखको छायामुनि बसिरहेको छ।,रातो लुगा लगाएको कोही समुद्र तटमा बसिरहेको छ।,1,0.25
रातो लुगा लगाएको मान्छे समुद्र किनारमा एउटा सानो रूखको छायामुनि बसिरहेको छ।,कोही रातो शर्ट लगाएर छायामा लुक्छन्।,1,0.0
रातो लुगा लगाएको मान्छे समुद्र किनारमा एउटा सानो रूखको छायामुनि बसिरहेको छ।,एउटी महिला समुद्र तटमा सुतिरहेको छ।,0,0.0
एउटा सानो रूखमुनि बसिरहेको रातो ट्याङ्कीमा एक व्यक्तिको साथ समुद्र तट।,एउटा सानो रूखको मुनि कोही बसेको छ।,1,0.0
एउटा सानो रूखमुनि बसिरहेको रातो ट्याङ्कीमा एक व्यक्तिको साथ समुद्र तट।,रातो ट्याङ्कीमा भएको व्यक्ति समुद्र तटबाट तल दौडिरहेको छ।,0,0.6
रातो ट्याङ्की टप र सेतो टोपी लगाएको मानिस समुद्र तटमा तौलियामा बसिरहेको छ।,मोजावे मरुभूमिमा बालुवामा बसिरहेको मानिस।,0,0.0
